Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8139,US-2022-002810,05/29/2022,06/02/2022,Second Class,CG-48350,Rachel Hall,Corporate,United States,Pittsburgh,Pennsylvania,40747,East,OFF-LA-1494,Office Supplies,Labels,Avery Labels,1017.71,6,0.15,465.39
8140,US-2022-002810,05/29/2022,05/31/2022,Second Class,CG-75737,Greg White,Home Office,United States,Provo,Utah,81410,West,TEC-AC-7989,Technology,Accessories,Kensington Laptop Lock,13637.52,8,0.0,-1674.18
8141,US-2022-002810,05/29/2022,05/29/2022,Same Day,CG-25383,Tina Hall,Corporate,United States,Cambridge,Massachusetts,16580,East,FUR-TA-5453,Furniture,Tables,Bretford Round Table,1289.76,3,0.0,-42.89
8142,US-2022-002810,05/29/2022,06/01/2022,Second Class,CG-47177,Nina Clark,Consumer,United States,Phoenix,Arizona,89736,West,TEC-PH-3143,Technology,Phones,AT&T Cordless Phone,3821.13,5,0.15,1386.22
8143,US-2022-002810,05/29/2022,06/01/2022,Second Class,CG-50312,Sean Johnson,Corporate,United States,Cleveland,Ohio,43476,Central,TEC-MA-3476,Technology,Machines,Brother Fax Machine,3404.96,4,0.0,451.0
8144,US-2022-002810,05/29/2022,06/01/2022,Second Class,CG-48863,Tina Moore,Consumer,United States,Chicago,Illinois,99077,Central,TEC-PH-5141,Technology,Phones,Samsung Galaxy Phone,12236.13,9,0.0,4376.19
8145,US-2022-002810,05/29/2022,06/03/2022,Second Class,CG-74778,Julia Jones,Corporate,United States,New Orleans,Louisiana,69296,South,TEC-MA-5027,Technology,Machines,Canon PC Printer,2182.02,8,0.2,1258.08
8146,US-2022-002810,05/29/2022,06/03/2022,Second Class,CG-95271,Nina White,Home Office,United States,Naperville,Illinois,38797,Central,TEC-MA-2718,Technology,Machines,Brother Fax Machine,1040.64,1,0.0,88.33
8147,US-2022-002810,05/29/2022,06/03/2022,Second Class,CG-84232,Rachel Thomas,Home Office,United States,Charlotte,North Carolina,83674,South,FUR-CH-3943,Furniture,Chairs,Bretford Folding Chair,1558.17,2,0.05,198.81
8148,US-2022-002810,05/29/2022,05/31/2022,Second Class,CG-75709,Hannah Johnson,Corporate,United States,Raleigh,North Carolina,48086,South,TEC-PH-1007,Technology,Phones,Samsung Galaxy Phone,3640.43,3,0.3,-1080.55
8149,US-2022-002811,11/24/2022,11/27/2022,First Class,CG-43225,Ivan Thomas,Corporate,United States,Philadelphia,Pennsylvania,77504,East,OFF-PA-5898,Office Supplies,Paper,Xerox Multipurpose Paper,167.69,6,0.15,14.44
8150,US-2022-002811,11/24/2022,11/30/2022,Standard Class,CG-92181,Beth Martin,Consumer,United States,Spokane,Washington,17913,West,FUR-CH-8540,Furniture,Chairs,Hon Deluxe Chair,1935.0,5,0.2,519.17
8151,US-2022-002811,11/24/2022,11/27/2022,Second Class,CG-97653,Priya Davis,Home Office,United States,Salt Lake City,Utah,88891,West,OFF-PA-3623,Office Supplies,Paper,Hammermill Paper,940.16,8,0.0,257.23
8152,US-2020-002812,01/11/2020,01/11/2020,Same Day,CG-90842,Diana Garcia,Home Office,United States,Denver,Colorado,26487,West,OFF-BI-9905,Office Supplies,Binders,GBC Premium Binder,1517.04,7,0.1,697.01
8153,US-2020-002812,01/11/2020,01/16/2020,Second Class,CG-83834,Julia Allen,Consumer,United States,San Francisco,California,91492,West,FUR-FU-9943,Furniture,Furnishings,Tenex Rug Pad,7055.94,6,0.0,-686.98
8154,US-2020-002812,01/11/2020,01/18/2020,Standard Class,CG-73874,Hannah Jones,Consumer,United States,Madison,Wisconsin,62789,Central,FUR-TA-9512,Furniture,Tables,KI Adjustable Table,172.49,3,0.3,-94.49
8155,US-2020-002812,01/11/2020,01/11/2020,Same Day,CG-66221,Fiona Brown,Home Office,United States,Chicago,Illinois,41631,Central,FUR-FU-4149,Furniture,Furnishings,Eldon Shelf,395.16,5,0.2,143.51
8156,US-2019-002813,01/30/2019,02/04/2019,Standard Class,CG-13870,Ethan Davis,Consumer,United States,Charlotte,North Carolina,12738,South,OFF-SU-9162,Office Supplies,Supplies,BIC Ballpoint Pens,240.92,4,0.0,35.77
8157,US-2019-002813,01/30/2019,01/30/2019,Same Day,CG-91035,Ivan Lewis,Consumer,United States,Atlanta,Georgia,13224,South,OFF-AP-6508,Office Supplies,Appliances,Belkin Surge Protector,30.9,1,0.1,-2.3
8158,US-2019-002814,02/18/2019,02/20/2019,First Class,CG-83508,Mike Allen,Home Office,United States,Cambridge,Massachusetts,89475,East,OFF-PA-9647,Office Supplies,Paper,Xerox Multipurpose Paper,146.61,8,0.3,-42.53
8159,US-2019-002814,02/18/2019,02/24/2019,Standard Class,CG-65573,Fiona Martin,Consumer,United States,San Francisco,California,93366,West,TEC-AC-5058,Technology,Accessories,Kensington Laptop Lock,13744.96,8,0.0,995.63
8160,US-2020-002815,05/30/2020,06/01/2020,First Class,CG-49366,Greg Hall,Corporate,United States,Birmingham,Alabama,45823,South,FUR-TA-8491,Furniture,Tables,Bevis Round Table,2888.4,5,0.0,-1.61
8161,US-2020-002816,01/19/2020,01/19/2020,Same Day,CG-90981,Sean Brown,Home Office,United States,Grand Rapids,Michigan,17251,Central,OFF-SU-2722,Office Supplies,Supplies,Sanford Highlighters,610.62,4,0.2,-70.32
8162,US-2020-002816,01/19/2020,01/24/2020,Standard Class,CG-89123,Mike Clark,Corporate,United States,Cincinnati,Ohio,81776,Central,FUR-BO-2226,Furniture,Bookcases,O'Sullivan Bookcase,7614.04,7,0.0,534.78
8163,US-2020-002816,01/19/2020,01/19/2020,Same Day,CG-50837,Rachel Clark,Corporate,United States,San Francisco,California,90773,West,FUR-BO-8579,Furniture,Bookcases,O'Sullivan Bookcase,5212.58,8,0.1,-564.77
8164,US-2020-002816,01/19/2020,01/22/2020,First Class,CG-72914,Quinn Davis,Consumer,United States,Jersey City,New Jersey,42047,East,OFF-BI-1583,Office Supplies,Binders,Avery Binder,400.8,6,0.2,164.74
8165,US-2019-002817,03/31/2019,04/03/2019,First Class,CG-67529,Aaron Hall,Corporate,United States,Tacoma,Washington,10269,West,OFF-LA-6637,Office Supplies,Labels,Self-Adhesive Labels,217.7,2,0.0,77.78
8166,US-2022-002818,03/09/2022,03/13/2022,Second Class,CG-35838,Laura Miller,Home Office,United States,Rochester,New York,10329,East,OFF-SU-5532,Office Supplies,Supplies,BIC Ballpoint Pens,1283.14,8,0.2,297.87
8167,US-2022-002818,03/09/2022,03/13/2022,Standard Class,CG-56584,Tina Jackson,Corporate,United States,Memphis,Tennessee,81710,South,OFF-EN-9275,Office Supplies,Envelopes,Tyvek Envelopes,1035.45,5,0.0,69.06
8168,US-2022-002818,03/09/2022,03/09/2022,Same Day,CG-48601,Aaron Miller,Consumer,United States,San Francisco,California,11170,West,TEC-MA-7107,Technology,Machines,Brother Fax Machine,1073.91,1,0.3,460.41
8169,US-2022-002818,03/09/2022,03/09/2022,Same Day,CG-18765,Oscar Garcia,Home Office,United States,Lexington,Kentucky,35078,South,TEC-CO-5462,Technology,Copiers,Canon ImageClass Copier,18179.76,8,0.0,3746.22
8170,US-2021-002819,06/18/2021,06/18/2021,Same Day,CG-13547,Rachel Thomas,Corporate,United States,Springfield,Massachusetts,12344,East,TEC-CO-1968,Technology,Copiers,HP LaserJet Copier,18254.0,8,0.0,8620.53
8171,US-2021-002820,06/01/2021,06/06/2021,Standard Class,CG-43315,Sean Wilson,Consumer,United States,Eugene,Oregon,33599,West,OFF-SU-8814,Office Supplies,Supplies,Sanford Highlighters,897.67,7,0.4,410.04
8172,US-2022-002821,09/01/2022,09/03/2022,Second Class,CG-35670,Beth Jackson,Home Office,United States,Dallas,Texas,60162,Central,OFF-LA-3396,Office Supplies,Labels,Self-Adhesive Labels,332.62,4,0.15,120.24
8173,US-2022-002821,09/01/2022,09/04/2022,Second Class,CG-23006,Aaron Jones,Home Office,United States,Durham,North Carolina,89658,South,TEC-MA-8879,Technology,Machines,Hewlett-Packard Laptop,11789.84,7,0.3,-2604.11
8174,US-2022-002821,09/01/2022,09/01/2022,Same Day,CG-80576,Beth Thomas,Corporate,United States,Cincinnati,Ohio,27109,Central,TEC-MA-6086,Technology,Machines,Lexmark Printer,5808.24,4,0.0,164.4
8175,US-2022-002821,09/01/2022,09/01/2022,Same Day,CG-88513,Oscar Johnson,Home Office,United States,Montgomery,Alabama,81002,South,FUR-FU-5447,Furniture,Furnishings,Dana Mirror,2609.0,3,0.05,82.14
8176,US-2022-002821,09/01/2022,09/01/2022,Same Day,CG-30176,Diana Johnson,Consumer,United States,Harrisburg,Pennsylvania,72114,East,FUR-TA-3124,Furniture,Tables,Chromcraft Table,3737.33,7,0.2,-373.23
8177,US-2022-002821,09/01/2022,09/06/2022,Second Class,CG-37735,Ken Jackson,Consumer,United States,Cleveland,Ohio,16880,Central,OFF-BI-4179,Office Supplies,Binders,GBC Premium Binder,1340.31,9,0.1,-52.42
8178,US-2022-002822,02/24/2022,02/28/2022,Second Class,CG-15125,Julia Jackson,Corporate,United States,Durham,North Carolina,31686,South,TEC-AC-3547,Technology,Accessories,Targus Laptop Bag,2020.47,3,0.0,296.43
8179,US-2022-002822,02/24/2022,02/26/2022,Second Class,CG-41413,Sean Anderson,Home Office,United States,Arlington,Virginia,84039,East,OFF-LA-9417,Office Supplies,Labels,Avery Labels,1484.84,6,0.1,558.39
8180,US-2022-002822,02/24/2022,03/01/2022,Second Class,CG-51719,Julia Miller,Corporate,United States,Milwaukee,Wisconsin,54377,Central,TEC-PH-2657,Technology,Phones,AT&T Cordless Phone,4791.42,8,0.3,1648.85
8181,US-2022-002822,02/24/2022,02/24/2022,Same Day,CG-49965,Julia Garcia,Corporate,United States,Seattle,Washington,55884,West,OFF-LA-4916,Office Supplies,Labels,Avery Labels,2156.22,9,0.0,543.3
8182,US-2022-002822,02/24/2022,02/27/2022,Standard Class,CG-16941,Fiona Thomas,Corporate,United States,Denver,Colorado,77858,West,OFF-FA-6676,Office Supplies,Fasteners,OIC Binder Clips,834.96,5,0.3,-102.27
8183,US-2022-002823,09/25/2022,09/28/2022,Second Class,CG-80495,Hannah Moore,Corporate,United States,Baltimore,Maryland,92568,East,FUR-CH-9198,Furniture,Chairs,Bretford Folding Chair,6637.17,7,0.05,244.66
8184,US-2022-002823,09/25/2022,09/25/2022,Same Day,CG-67575,Greg Lewis,Home Office,United States,Augusta,Georgia,61202,South,TEC-PH-3306,Technology,Phones,Cisco IP Phone,1892.32,1,0.0,150.91
8185,US-2022-002823,09/25/2022,09/25/2022,Same Day,CG-63596,Ethan White,Corporate,United States,Nashville,Tennessee,27627,South,TEC-CO-5149,Technology,Copiers,Brother Copier,668.64,4,0.4,258.12
8186,US-2022-002823,09/25/2022,10/02/2022,Standard Class,CG-22251,Ivan Davis,Consumer,United States,Durham,North Carolina,97809,South,FUR-TA-3473,Furniture,Tables,KI Adjustable Table,1468.98,2,0.0,-112.79
8187,US-2022-002823,09/25/2022,09/27/2022,First Class,CG-80547,Diana Martin,Corporate,United States,Durham,North Carolina,34626,South,TEC-PH-7799,Technology,Phones,Samsung Galaxy Phone,1604.17,2,0.15,637.48
8188,US-2022-002823,09/25/2022,09/27/2022,First Class,CG-12309,Julia Jackson,Consumer,United States,Cincinnati,Ohio,51130,Central,TEC-MA-2198,Technology,Machines,Lexmark Printer,9432.1,5,0.0,-54.84
8189,US-2021-002824,07/30/2021,08/01/2021,Second Class,CG-80575,Tina Moore,Consumer,United States,Austin,Texas,46792,Central,TEC-CO-7125,Technology,Copiers,Canon ImageClass Copier,29.89,2,0.4,8.07
8190,US-2021-002824,07/30/2021,08/01/2021,First Class,CG-54987,Fiona Jones,Consumer,United States,Boston,Massachusetts,83374,East,FUR-TA-4176,Furniture,Tables,KI Adjustable Table,8629.12,8,0.0,-140.66
8191,US-2021-002824,07/30/2021,08/04/2021,Second Class,CG-16803,Tina Wilson,Consumer,United States,Minneapolis,Minnesota,18325,Central,TEC-PH-4042,Technology,Phones,Samsung Galaxy Phone,8074.48,4,0.0,1867.67
8192,US-2021-002824,07/30/2021,08/04/2021,Second Class,CG-32069,Tina Garcia,Consumer,United States,Eugene,Oregon,22870,West,FUR-TA-8931,Furniture,Tables,Chromcraft Table,634.14,9,0.0,-19.2
8193,US-2022-002825,06/04/2022,06/05/2022,First Class,CG-64890,Greg Johnson,Corporate,United States,Las Vegas,Nevada,20115,West,FUR-BO-3367,Furniture,Bookcases,Sauder Classic Bookcase,4499.96,4,0.0,759.43
8194,US-2022-002826,06/23/2022,06/23/2022,Same Day,CG-50206,Beth Williams,Corporate,United States,Birmingham,Alabama,45484,South,TEC-CO-7105,Technology,Copiers,HP LaserJet Copier,1459.94,9,0.2,441.81
8195,US-2022-002826,06/23/2022,06/28/2022,Standard Class,CG-20601,Hannah Anderson,Corporate,United States,Columbus,Ohio,21425,Central,FUR-CH-3297,Furniture,Chairs,Office Star Chair,144.04,1,0.0,32.51
8196,US-2022-002826,06/23/2022,06/25/2022,Second Class,CG-77628,Oscar Hall,Consumer,United States,New York City,New York,79377,East,TEC-AC-3589,Technology,Accessories,Targus Laptop Bag,2406.81,1,0.0,688.94
8197,US-2022-002826,06/23/2022,06/26/2022,First Class,CG-14481,Beth Wilson,Home Office,United States,Jacksonville,Florida,86887,South,TEC-AC-4402,Technology,Accessories,Belkin USB Hub,6626.07,9,0.4,2537.55
8198,US-2022-002826,06/23/2022,06/25/2022,Second Class,CG-94114,Ivan Harris,Corporate,United States,Pittsburgh,Pennsylvania,87328,East,FUR-CH-2717,Furniture,Chairs,Bretford Folding Chair,45.25,1,0.15,6.07
8199,US-2022-002826,06/23/2022,06/25/2022,First Class,CG-27857,Priya Thomas,Home Office,United States,Colorado Springs,Colorado,28057,West,OFF-ST-9347,Office Supplies,Storage,Safco Organizer,1118.6,7,0.0,482.71
8200,US-2020-002827,09/02/2020,09/04/2020,First Class,CG-89776,Ethan Davis,Corporate,United States,Nashville,Tennessee,49294,South,OFF-PA-7470,Office Supplies,Paper,Xerox Multipurpose Paper,147.08,1,0.3,-5.36
8201,US-2020-002827,09/02/2020,09/08/2020,Standard Class,CG-50687,Carlos Anderson,Home Office,United States,Birmingham,Alabama,70080,South,OFF-ST-2540,Office Supplies,Storage,Safco Organizer,1083.66,6,0.0,83.29
8202,US-2020-002827,09/02/2020,09/03/2020,First Class,CG-18093,Hannah Harris,Corporate,United States,Arlington,Virginia,21447,East,OFF-SU-9481,Office Supplies,Supplies,Acme Stapler,563.87,6,0.1,-37.98
8203,US-2020-002827,09/02/2020,09/05/2020,Second Class,CG-26913,Nina Wilson,Home Office,United States,Nashville,Tennessee,18217,South,TEC-MA-7436,Technology,Machines,Canon PC Printer,11490.69,8,0.2,3470.96
8204,US-2021-002828,04/21/2021,04/24/2021,First Class,CG-44153,Beth Johnson,Home Office,United States,Tucson,Arizona,17059,West,TEC-PH-4353,Technology,Phones,Cisco IP Phone,3307.93,8,0.15,1847.25
8205,US-2019-002829,09/23/2019,09/27/2019,Standard Class,CG-83855,Aaron Williams,Corporate,United States,Henderson,Kentucky,80701,South,TEC-AC-7308,Technology,Accessories,Targus Laptop Bag,11362.18,7,0.2,1134.32
8206,US-2020-002830,11/11/2020,11/15/2020,Standard Class,CG-57027,Diana Miller,Corporate,United States,Cleveland,Ohio,71563,Central,TEC-PH-4025,Technology,Phones,Samsung Galaxy Phone,12720.85,7,0.05,1471.45
8207,US-2020-002830,11/11/2020,11/17/2020,Standard Class,CG-56392,Hannah Thomas,Home Office,United States,Chicago,Illinois,74500,Central,TEC-CO-6651,Technology,Copiers,Canon ImageClass Copier,2762.48,7,0.0,651.11
8208,US-2022-002831,10/17/2022,10/19/2022,Second Class,CG-39703,Ethan Moore,Corporate,United States,Philadelphia,Pennsylvania,40541,East,OFF-PA-1312,Office Supplies,Paper,Xerox Multipurpose Paper,706.42,4,0.4,152.78
8209,US-2022-002831,10/17/2022,10/24/2022,Standard Class,CG-29934,Quinn Wilson,Consumer,United States,Fort Wayne,Indiana,90635,Central,FUR-TA-3892,Furniture,Tables,Bretford Round Table,1649.85,3,0.15,181.24
8210,US-2022-002831,10/17/2022,10/20/2022,Standard Class,CG-66981,Quinn Davis,Home Office,United States,Colorado Springs,Colorado,53218,West,OFF-BI-8563,Office Supplies,Binders,Wilson Jones Binder,320.74,2,0.05,85.58
8211,US-2022-002832,12/02/2022,12/02/2022,Same Day,CG-70099,Oscar Martin,Corporate,United States,Augusta,Georgia,45346,South,OFF-PA-6407,Office Supplies,Paper,HP Copy Paper,1192.67,6,0.05,423.18
8212,US-2022-002832,12/02/2022,12/03/2022,First Class,CG-79100,Carlos Anderson,Corporate,United States,Savannah,Georgia,23714,South,FUR-TA-9864,Furniture,Tables,KI Adjustable Table,894.88,1,0.0,188.33
8213,US-2022-002832,12/02/2022,12/03/2022,First Class,CG-39440,Nina Smith,Consumer,United States,Phoenix,Arizona,37240,West,FUR-FU-1254,Furniture,Furnishings,Eldon Shelf,1838.0,2,0.0,530.88
8214,US-2019-002833,08/13/2019,08/15/2019,First Class,CG-44775,Diana Wilson,Home Office,United States,Richmond,Virginia,26137,East,FUR-TA-5180,Furniture,Tables,KI Adjustable Table,1328.08,5,0.2,-328.73
8215,US-2019-002833,08/13/2019,08/14/2019,First Class,CG-61947,Nina Wilson,Consumer,United States,Saint Paul,Minnesota,93128,Central,TEC-PH-2464,Technology,Phones,Cisco IP Phone,5725.95,4,0.2,-300.04
8216,US-2019-002833,08/13/2019,08/17/2019,Standard Class,CG-64831,Fiona Harris,Home Office,United States,Nashville,Tennessee,33255,South,OFF-PA-8045,Office Supplies,Paper,Hammermill Paper,13.92,2,0.0,3.67
8217,US-2019-002833,08/13/2019,08/13/2019,Same Day,CG-33920,Greg Anderson,Consumer,United States,Birmingham,Alabama,68830,South,OFF-AR-7180,Office Supplies,Art,Fiskars Scissors,517.9,3,0.05,201.35
8218,US-2019-002833,08/13/2019,08/20/2019,Standard Class,CG-49140,Beth Thomas,Consumer,United States,Reno,Nevada,71585,West,OFF-SU-2259,Office Supplies,Supplies,Acme Stapler,2280.2,9,0.05,882.13
8219,US-2019-002833,08/13/2019,08/17/2019,Second Class,CG-74032,Greg Hall,Corporate,United States,Indianapolis,Indiana,21081,Central,FUR-FU-6949,Furniture,Furnishings,Howard Miller Clock,3958.58,7,0.4,-2238.62
8220,US-2019-002834,02/16/2019,02/22/2019,Standard Class,CG-29979,Hannah Johnson,Corporate,United States,Salem,Oregon,81865,West,OFF-LA-9682,Office Supplies,Labels,Avery Round Labels,1550.48,8,0.0,74.08
8221,US-2021-002835,02/05/2021,02/11/2021,Standard Class,CG-76162,Beth Williams,Corporate,United States,Provo,Utah,80768,West,FUR-FU-3006,Furniture,Furnishings,Eldon Shelf,474.33,7,0.15,-63.62
8222,US-2021-002835,02/05/2021,02/12/2021,Standard Class,CG-91852,Quinn Williams,Corporate,United States,Cleveland,Ohio,25612,Central,OFF-FA-9131,Office Supplies,Fasteners,Advantus Clip Pack,138.57,3,0.0,32.68
8223,US-2021-002835,02/05/2021,02/12/2021,Standard Class,CG-75782,Fiona Garcia,Corporate,United States,Stamford,Connecticut,65664,East,TEC-CO-8461,Technology,Copiers,HP LaserJet Copier,3922.59,7,0.0,-524.12
8224,US-2019-002836,07/03/2019,07/05/2019,Second Class,CG-96698,Diana Miller,Consumer,United States,Jersey City,New Jersey,69959,East,OFF-LA-2808,Office Supplies,Labels,Avery Labels,650.18,4,0.15,21.17
8225,US-2019-002836,07/03/2019,07/06/2019,First Class,CG-84345,Tina Anderson,Consumer,United States,Fort Wayne,Indiana,86062,Central,FUR-CH-9695,Furniture,Chairs,Bretford Folding Chair,1571.3,3,0.2,-406.56
8226,US-2019-002836,07/03/2019,07/03/2019,Same Day,CG-47605,Greg Allen,Home Office,United States,Sacramento,California,70135,West,OFF-ST-9297,Office Supplies,Storage,Safco Organizer,635.88,4,0.0,156.36
8227,US-2019-002836,07/03/2019,07/10/2019,Standard Class,CG-78594,Rachel Davis,Corporate,United States,Austin,Texas,94198,Central,FUR-FU-5087,Furniture,Furnishings,Howard Miller Clock,142.25,3,0.4,-24.34
8228,US-2019-002836,07/03/2019,07/03/2019,Same Day,CG-49439,Mike Harris,Corporate,United States,Montgomery,Alabama,32622,South,FUR-TA-1481,Furniture,Tables,Bretford Round Table,752.54,7,0.3,-149.59
8229,US-2019-002836,07/03/2019,07/05/2019,First Class,CG-92161,Fiona Miller,Home Office,United States,Milwaukee,Wisconsin,84317,Central,OFF-SU-3014,Office Supplies,Supplies,Sanford Highlighters,1683.12,6,0.0,239.87
8230,US-2019-002836,07/03/2019,07/03/2019,Same Day,CG-47775,Laura Lewis,Consumer,United States,Virginia Beach,Virginia,27080,East,OFF-LA-6522,Office Supplies,Labels,Avery Round Labels,435.74,8,0.15,-31.99
8231,US-2019-002836,07/03/2019,07/07/2019,Second Class,CG-98293,Aaron Hall,Corporate,United States,Naperville,Illinois,35621,Central,FUR-FU-3978,Furniture,Furnishings,Howard Miller Clock,9692.28,9,0.0,-308.1
8232,US-2019-002836,07/03/2019,07/04/2019,First Class,CG-92427,Rachel Lewis,Corporate,United States,Charlotte,North Carolina,20370,South,FUR-BO-2011,Furniture,Bookcases,Hon Bookcase,861.75,5,0.0,-75.36
8233,US-2019-002836,07/03/2019,07/05/2019,Second Class,CG-14196,Laura Harris,Consumer,United States,Madison,Wisconsin,29102,Central,FUR-BO-9143,Furniture,Bookcases,Sauder Classic Bookcase,2088.9,6,0.0,261.02
8234,US-2019-002836,07/03/2019,07/05/2019,Second Class,CG-71241,Tina Jones,Home Office,United States,Knoxville,Tennessee,90139,South,TEC-MA-6322,Technology,Machines,Brother Fax Machine,6190.84,4,0.0,2670.53
8235,US-2019-002836,07/03/2019,07/08/2019,Second Class,CG-91858,Mike Martin,Home Office,United States,New Haven,Connecticut,52476,East,TEC-CO-2660,Technology,Copiers,Brother Copier,2971.44,8,0.4,1616.5
8236,US-2019-002837,02/01/2019,02/05/2019,Second Class,CG-19794,Greg Garcia,Home Office,United States,Fort Worth,Texas,29467,Central,TEC-PH-7789,Technology,Phones,AT&T Cordless Phone,1834.84,1,0.1,682.55
8237,US-2019-002837,02/01/2019,02/03/2019,First Class,CG-50595,Hannah Wilson,Home Office,United States,Indianapolis,Indiana,63147,Central,OFF-EN-5521,Office Supplies,Envelopes,Tyvek Envelopes,1310.4,7,0.0,574.85
8238,US-2019-002837,02/01/2019,02/04/2019,Second Class,CG-26358,Rachel Jackson,Consumer,United States,Montgomery,Alabama,46465,South,TEC-MA-7054,Technology,Machines,Brother Fax Machine,4236.49,7,0.3,96.1
8239,US-2019-002837,02/01/2019,02/05/2019,Standard Class,CG-50345,Mike Miller,Home Office,United States,Fort Worth,Texas,42804,Central,OFF-SU-4726,Office Supplies,Supplies,Acme Stapler,787.24,8,0.15,217.1
8240,US-2022-002838,11/09/2022,11/12/2022,First Class,CG-52256,Sean Clark,Corporate,United States,Rockville,Maryland,10767,East,TEC-AC-1432,Technology,Accessories,Targus Laptop Bag,2188.0,8,0.0,2.4
8241,US-2020-002839,04/13/2020,04/14/2020,First Class,CG-19217,Oscar Martin,Consumer,United States,Portland,Oregon,31438,West,TEC-PH-5981,Technology,Phones,Samsung Galaxy Phone,3719.67,4,0.05,188.38
8242,US-2020-002839,04/13/2020,04/18/2020,Standard Class,CG-16374,Ken Williams,Corporate,United States,Charlotte,North Carolina,69013,South,FUR-TA-6692,Furniture,Tables,KI Adjustable Table,2185.56,6,0.0,603.6
8243,US-2019-002840,05/11/2019,05/11/2019,Same Day,CG-94129,Laura White,Consumer,United States,Salt Lake City,Utah,29859,West,OFF-AR-2397,Office Supplies,Art,Prang Coloring Pencils,67.43,1,0.0,18.68
8244,US-2019-002840,05/11/2019,05/11/2019,Same Day,CG-44835,Aaron White,Consumer,United States,Salt Lake City,Utah,66193,West,OFF-LA-1423,Office Supplies,Labels,Self-Adhesive Labels,1254.86,6,0.2,188.13
8245,US-2020-002841,12/13/2020,12/19/2020,Standard Class,CG-90063,Ivan Hall,Corporate,United States,Orlando,Florida,59504,South,FUR-BO-5027,Furniture,Bookcases,O'Sullivan Bookcase,1786.52,7,0.05,378.84
8246,US-2020-002841,12/13/2020,12/16/2020,Second Class,CG-82653,Oscar Lewis,Corporate,United States,Springfield,Massachusetts,16226,East,FUR-TA-6866,Furniture,Tables,Chromcraft Table,4527.74,4,0.05,-452.22
8247,US-2020-002841,12/13/2020,12/14/2020,First Class,CG-37552,Ken Smith,Consumer,United States,Colorado Springs,Colorado,58425,West,TEC-AC-3125,Technology,Accessories,Targus Laptop Bag,2099.97,9,0.05,-291.87
8248,US-2020-002842,09/19/2020,09/20/2020,First Class,CG-71720,Quinn Thomas,Consumer,United States,Cincinnati,Ohio,12174,Central,OFF-PA-5446,Office Supplies,Paper,Hammermill Paper,281.28,6,0.2,-13.84
8249,US-2022-002843,06/17/2022,06/20/2022,First Class,CG-41692,Quinn Clark,Home Office,United States,Fort Worth,Texas,61694,Central,OFF-BI-6026,Office Supplies,Binders,Avery Binder,1737.84,8,0.0,461.16
8250,US-2021-002844,07/04/2021,07/05/2021,First Class,CG-73216,Mike Anderson,Corporate,United States,Rockville,Maryland,66698,East,FUR-TA-6990,Furniture,Tables,KI Adjustable Table,4388.8,9,0.4,-1794.38
8251,US-2021-002844,07/04/2021,07/08/2021,Standard Class,CG-58692,Ivan Martin,Consumer,United States,Knoxville,Tennessee,59701,South,OFF-ST-4765,Office Supplies,Storage,Safco Organizer,419.66,7,0.2,73.59
8252,US-2021-002844,07/04/2021,07/07/2021,Second Class,CG-53414,Mike Moore,Corporate,United States,Chicago,Illinois,56564,Central,OFF-PA-5051,Office Supplies,Paper,HP Copy Paper,1197.62,8,0.15,263.07
8253,US-2021-002844,07/04/2021,07/06/2021,Second Class,CG-87358,Beth Allen,Consumer,United States,Phoenix,Arizona,44007,West,FUR-TA-7542,Furniture,Tables,Chromcraft Table,5197.3,8,0.4,179.61
8254,US-2021-002844,07/04/2021,07/04/2021,Same Day,CG-52691,Quinn Smith,Corporate,United States,Tampa,Florida,54960,South,TEC-CO-1894,Technology,Copiers,Canon ImageClass Copier,10234.46,8,0.4,-4287.11
8255,US-2021-002844,07/04/2021,07/08/2021,Second Class,CG-79879,Oscar Harris,Corporate,United States,Naperville,Illinois,22173,Central,FUR-CH-8300,Furniture,Chairs,Office Star Chair,2480.88,3,0.0,539.44
8256,US-2022-002845,03/16/2022,03/19/2022,Standard Class,CG-83347,Tina Jackson,Home Office,United States,Saint Paul,Minnesota,96625,Central,TEC-MA-9397,Technology,Machines,Hewlett-Packard Laptop,1830.55,3,0.3,696.44
8257,US-2020-002846,09/18/2020,09/18/2020,Same Day,CG-26334,Priya Brown,Consumer,United States,Louisville,Kentucky,62264,South,OFF-PA-5363,Office Supplies,Paper,HP Copy Paper,64.94,1,0.15,15.1
8258,US-2020-002846,09/18/2020,09/23/2020,Second Class,CG-56013,Priya Jones,Home Office,United States,Chicago,Illinois,64240,Central,OFF-BI-6230,Office Supplies,Binders,Avery Binder,63.6,2,0.0,10.68
8259,US-2020-002846,09/18/2020,09/21/2020,Second Class,CG-34957,Nina Lewis,Home Office,United States,Savannah,Georgia,23659,South,OFF-ST-2175,Office Supplies,Storage,Fellowes Banker Box,1261.4,7,0.15,138.26
8260,US-2020-002846,09/18/2020,09/23/2020,Standard Class,CG-13876,Ken Harris,Home Office,United States,Albany,New York,77201,East,FUR-TA-2382,Furniture,Tables,Chromcraft Table,7995.87,9,0.0,1797.13
